World War I African American Soldiers: North Carolina: 317 Units						#5	#6																																																																															
FILE	#1	#1	#2	#3	#4	OVERSEAS SERVICE DATES		#7																																																																														
Number	Last	First	City	Date	LAST UNIT	From 	To	Discharge Date																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_10186.txt	Gregory	Laden Parly	Belcross	4/27/1918	Co F 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_10238.txt	Grice	Jethro	Belhaven	8/2/1918	Development Bn 2 Camp Greene NC			11/4/1919 GCMO 59																																																																														
WW-I-Card_World-War-I-Service-Card-2-g_08769.txt	Glenn	Verle	Belmont	6/21/1918	Co C 801 Pion Inf	9/8/1918	Death	2/23/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_01089.txt	McDonald	James	Belmont	4/21/1917	Hq Co 25 Inf			3/30/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-e_06643.txt	Moore	Wesley	Belmont	10/6/1917	MG Co 371 Inf	4/15/1918	2/11/1919	2/23/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-l_16000.txt	Richardson	Clarence	Belmont	7/18/1918	Co L 808 Pion Inf	8/31/1918	6/22/1919	7/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-c_03879.txt	Bartlett		Belcross	4/27/1918	14 Co 2d Regt 161 Dep Brig			7/17/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-3-i_10821.txt	Lilly	James	Belvidere	3/30/1918	Co A 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_00704.txt	McCollum	Lethon	Benaja	4/26/1918	Co I 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_10014.txt	Lee	George	Benson	3/31/1918	Co F 365 Inf	6/10/1918	2/24/1919	3/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10862.txt	Williams	Eugine	Benson	3/31/1918	Co E 301 Stev Regt (Co C 805 TC) 	5/8/1918	4/19/1919	7/31/1919 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-5-b_01830.txt	Steward	Charlie	Bentonville	6/21/1918	Co C 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_12092.txt	Carter	Joe	Berham	5/2/1918	822 Co 806 Steve Bn TC	6/6/1918	7/22/1919	8/1/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-h_10216.txt	Parker	Charlie	Bertie	4/2/1918	Co G 365 Inf			5/9/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-4-k_14660.txt	Rankin	John	Bessemer City	7/18/1918	Sup Co 808 Pion Inf	8/31/1918	6/22/1919	7/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-f_07273.txt	Morton	Felix	Bethel	7/19/1918	Co H 545 Engrs			11/19/1918																																																																														
WW-I-Card_World-War-I-Service-Card-5-c_04084.txt	Teel	Clifton	Bethel	8/23/1918	CO G 811 Pion Inf	10/19/1918	7/18/1919	7/25/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08783.txt	Noble	Jasper	Beulaville	3/30/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_00748.txt	McCorkle	Benjiman	Biddleville	1/2/1918	MG Co 365 Inf	6/13/1918	2/24/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08126.txt	Wasson	James	Biltmore	4/20/1916	Tr K 10 Cav 	3/30/1918	2/11/1919	3/4/1920 reenlistment																																																																														
WW-I-Card_World-War-I-Service-Card-h_10576.txt	Butler	Elisha	Biscoe	6/20/1918	Co L 64 Pion Inf			12/15/1918																																																																														
WW-I-Card_World-War-I-Service-Card-d_04163.txt	Batts	Amos	Black Creek	4/27/1918	Co G 366 Inf	6/14/1918	2/28/1919	3/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-k_13581.txt	Clay	Larry	Black Creek	4/27/1918	Co E 366 Inf	6/14/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_12850.txt	Woodard	Larry	Black Creek	1/9/1915	Mounted Serv School Det (from Tr G 9 Cav) Ft Riley Kans			9/23/1919 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-5-b_01729.txt	Stepp	Forrest	Black Mountain	4/29/1918	Co G 317 Am Tn	8/22/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-g_08381.txt	Bronson	Charles	Bladenboro	4/27/1918	Co H 366 Inf	6/14/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-n_18669.txt	Saunders	Charles	Blanche	7/18/1918	CO B 545 Engrs Serv Bn	9/22/1918	6/27/1919	7/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-i_11022.txt	Hairston	Marshall	Belews Creek	6/19/1918	MG Co 372 Inf	8/23/1918	2/11/1919	3/1/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_05620.txt	Johnson	Lemmie	Blounts Creek	7/16/1918	153 Dep Brig Co B 807 Pion Inf	9/4/1918	7/3/1919	7/16/1919																																																																														
WW-I-Card_World-War-I-Service-Card-h_10275.txt	Burnett	Melvin	Boardman	6/21/1918	Co B 532 Engrs	8/21/1918	6/30/1919	7/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_09495.txt	Grainger	Richard	Boardman	7/16/1918	Co B 811 Pion Inf	10/20/1918	7/4/1919	7/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_10319.txt	Lennon	Remblent	Boardman	7/16/1918	413 Serv Bn			7/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-h_10321.txt	Lennon	Willie Peirce	Boardman	4/27/1918	Co M 366 Inf	6/24/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-i_12061.txt	Loyd	Henry	Boardman	6/21/1918	Co D 532 Engrs	8/22/1918	Death	9/26/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-b_01540.txt	McIntyre	Jessie 	Boardman	3/30/1918	813 Co TC 	5/8/1918	7/16/1919	7/22/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_10794.txt	Williams	David	Boliva	8/6/1918	Co D 545 Engrs Serv Bn	9/23/1918	Death	3/18/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-d_05093.tif	Miller	Don	Bolivie	9/15/1917	Co B 802 TC	10/18/1917	3/18/1919	5/12/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-f_06992.txt	Freeman	William	Bolton	7/16/1918	Co L 63 Pion Inf			12/13/1918																																																																														
WW-I-Card_World-War-I-Service-Card-2-g_09077.txt	Goodman	John	Bolton	3/30/1918	816 Co TC	5/8/1918	7/23/1919	7/28/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-b_02475.txt	Horton	Frank	Boone	10/25/1917	853 Co TC	3/30/1918	4/14/1919	4/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-c_03702.tif	Hurt	John	Booneville	1/22/1918	372 Inf																																																																																	
WW-I-Card_World-War-I-Service-Card-5-a_01309.txt	Stanford	Dorsett	Bowden	3/30/1918	Co H 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-j_12093.txt	Carter	Joe	Bradham	5/2/1918	Cas Cp Sherman O	6/6/1918	7/2/1919	8/1/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-m_17311.txt	Rogers	Isreal	Branchville	7/19/1918	Co I 808 Pion Inf	8/31/1918	6/22/1919	7/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-c_02825.txt	Baker	Osie	Brenkleyville	4/25/1918	Co H 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-d_04998.txt	Benjamin	Walter	Brevard	7/19/1918	153 Dep Brig			11/26/1918																																																																														
WW-I-Card_World-War-I-Service-Card-e_06316.txt	Blythe	John	Brevard	12/10/1913	Co E 25 Inf			3/31/1919 to reenlist																																																																														
WW-I-Card_World-War-I-Service-Card-5-h_09958.txt	Whitesides	Henry Leroy	Brevard	6/21/1918	Co C 801 Pion Inf	9/8/1918	6/5/1919	6/13/1919																																																																														
WW-I-Card_World-War-I-Service-Card-h_09862.txt	Bullock	Joseph	Bricks	12/1/1917	413 Labor Bn			4/7/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-a_00256.txt	Lyons	McKInley	Bricks	11/4/1918	Students Army Tng C Howard Univ Wash DC			12/14/1918																																																																														
WW-I-Card_World-War-I-Service-Card-4-j_13974.txt	Prince	Samuel	Brickton	3/1/1915	Co L 24 Inf			5/12/1919 for immediate reenlistment																																																																														
WW-I-Card_World-War-I-Service-Card-l_15386.txt	Corpening	Benjamin	Bridgewater	7/18/1918	Co B 808 Pion Inf	8/31/1918	6/22/1919	7/3/1919																																																																														
WW-I-Card_World-War-I-Service-Card-m_17031.txt	Curry	Will	Bridgewater	6/20/1918	Co B 553 Engrs			4/11/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-n_18188.txt	Rutherford	Dave	Bridgewater	6/18/1918	Co F 804 Pion Inf	9/14/1918	7/18/1919	7/24/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-f_06689.txt	France	Wesley	Brim	3/29/1918	Co D 416 Reserve Labor Bn QMC			1/21/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-g_08893.txt	Norman	Stanley	Brinkleyville	10/14/1918	Students Army Tng C Negro Agricultural & Technical College Greensboro			12/11/1918																																																																														
WW-I-Card_World-War-I-Service-Card-2-k_13640.tif	Hayes	Walter Lee	Brown Summit	4/29/1918	Btry A 350 FA	8/22/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-k_14668.txt	Rankin	Spencer	Browns	7/17/1918	Co D 811 Pion Inf	10/20/1918	7/4/1919	7/17/1919																																																																														
WW-I-Card_World-War-I-Service-Card-2-h_09611.txt	Graves	Lacy	Brown's Summit	4/30/1918	Co K 368 Inf	6/15/1918	2/11/1919	2/27/1919																																																																														
WW-I-Card_World-War-I-Service-Card-3-e_06694.txt	Jones	Primer	Brunswick	7/15/1918	Co L 370 Inf	8/22/1918	2/9/1919	3/4/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-j_13375.txt	Wright	John	Bug Hill	4/29/1918	Btry F 350 FA	8/23/1918	2/28/1919	3/15/1919																																																																														
WW-I-Card_World-War-I-Service-Card-4-b_02762.txt	McWilliams	Leslie Henderson	Bunkleyville	4/25/1918	Co H 366 Inf	6/15/1918	2/28/1919	3/19/1919																																																																														
WW-I-Card_World-War-I-Service-Card-5-f_08169.txt	Waters	Robert	Bunn	5/2/1918	29 Cons Co Sig C			9/21/1918 SCD																																																																														
WW-I-Card_World-War-I-Service-Card-c_03196.txt	Bannerman	Walter	Burgaw	4/27/1918	Co K 365 Inf	6/10/1918	2/24/1919	3/11/1919																																																																														
